filepaths,labels,data set,scientific name,order
train/CRANE HAWK/059.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/035.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/034.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/064.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/033.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/025.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/018.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/019.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/053.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/061.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/052.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/063.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/058.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/062.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/049.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/117.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/114.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/080.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/095.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/077.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/083.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/082.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/051.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/096.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/075.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/099.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/073.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/072.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/101.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/093.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/076.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/078.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/081.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/098.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/060.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/084.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/089.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/090.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/091.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/087.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/092.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/097.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/100.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/066.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/056.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/094.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/031.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/088.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/110.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/074.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/085.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/105.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/115.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/113.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/119.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/102.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/086.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/104.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/135.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/103.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/108.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/107.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/109.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/112.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/106.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/071.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/118.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/120.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/128.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/126.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/131.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/134.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/133.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/132.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/125.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/122.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/130.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/124.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/123.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/070.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/129.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/079.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRANE HAWK/127.jpg,CRANE HAWK,train,geranospiza caerulescens,eagles
train/CRESTED SERPENT EAGLE/007.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/001.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/009.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/160.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/066.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/018.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/017.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/090.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/020.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/012.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/013.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/014.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/016.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/021.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/019.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/026.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/011.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/003.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/010.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/022.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/029.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/028.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/023.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/006.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/025.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/024.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/030.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/031.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/089.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/033.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/034.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/035.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/036.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/037.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/038.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/039.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/040.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/041.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/042.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/043.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/044.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/027.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/008.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/051.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/069.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/052.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/004.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/055.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/050.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/053.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/057.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/177.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/065.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/084.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/056.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/058.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/048.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/130.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/064.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/062.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/061.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/063.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/059.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/049.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/067.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/046.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/002.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/070.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/072.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/073.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/074.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/075.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/076.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/077.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/078.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/079.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/080.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/005.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/081.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/083.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/088.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/085.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/087.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/045.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/047.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/082.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/071.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/054.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/086.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/104.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/060.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/161.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/099.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/098.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/100.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/102.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/103.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/175.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/105.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/106.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/107.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/108.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/109.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/110.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/111.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/113.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/136.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/176.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/135.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/096.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/123.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/097.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/165.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/101.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/116.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/032.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/126.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/119.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/068.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/120.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/154.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/134.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/115.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/114.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/127.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/129.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/131.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/132.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/094.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/125.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/133.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/128.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/117.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/112.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/092.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/167.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/124.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/015.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/142.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/143.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/144.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/145.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/146.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/147.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/148.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/118.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/122.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/149.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/152.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/153.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/155.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/157.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/138.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/164.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/140.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/091.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/170.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/141.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/139.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/150.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/137.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/121.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/171.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/166.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/172.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/159.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/169.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/174.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/162.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/173.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/168.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/156.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/151.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/180.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/093.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/095.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/158.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/179.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/178.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/163.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SERPENT EAGLE/181.jpg,CRESTED SERPENT EAGLE,train,spilornis cheela,eagles
train/CRESTED SHRIKETIT/010.jpg,CRESTED SHRIKETIT,train,falcunculus frontatus,sparrows
train/CRESTED SHRIKETIT/013.jpg,CRESTED SHRIKETIT,train,falcunculus frontatus,sparrows
train/CRESTED SHRIKETIT/078.jpg,CRESTED SHRIKETIT,train,falcunculus frontatus,sparrows
train/CRESTED SHRIKETIT/016.jpg,CRESTED SHRIKETIT,train,falcunculus frontatus,sparrows
train/CRESTED SHRIKETIT/001.jpg,CRESTED SHRIKETIT,train,falcunculus frontatus,sparrows
train/CRESTED SHRIKETIT/002.jpg,CRESTED SHRIKETIT,train,falcunculus frontatus,sparrows
train/CRESTED SHRIKETIT/003.jpg,CRESTED SHRIKETIT,train,falcunculus frontatus,sparrows
train/CRESTED SHRIKETIT/015.jpg,CRESTED SHRIKETIT,train,falcunculus frontatus,sparrows
train/CRESTED SHRIKETIT/004.jpg,CRESTED SHRIKETIT,train,falcunculus frontatus,sparrows
train/CRESTED SHRIKETIT/014.jpg,CRESTED SHRIKETIT,train,falcunculus frontatus,sparrows
train/CRESTED SHRIKETIT/023.jpg,CRESTED SHRIKETIT,train,falcunculus frontatus,sparrows
train/CRESTED SHRIKETIT/034.jpg,CRESTED SHRIKETIT,train,falcunculus frontatus,sparrows
